"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Start Menu","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","Start Menu","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","Start Menu",,,"Start Menu","C:\Users\User\Start Menu","User","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:07 PM","2025-08-27 10:20:07 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\Templates","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","Templates","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","Templates",,,"Templates","C:\Users\User\Templates","User","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:07 PM","2025-08-27 10:20:07 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT","C","Microsoft.PowerShell.Core\FileSystem","False","-a-h--","NTUSER",,,"NTUSER.DAT","C:\Users\User\NTUSER.DAT",,"True",,".DAT","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","Hidden, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\ntuser.dat.LOG1","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","ntuser.dat.LOG1","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","ntuser.dat",,,"ntuser.dat.LOG1","C:\Users\User\ntuser.dat.LOG1",,"True",,".LOG1","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\ntuser.dat.LOG2","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","ntuser.dat.LOG2","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","ntuser.dat",,,"ntuser.dat.LOG2","C:\Users\User\ntuser.dat.LOG2",,"True",,".LOG2","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms","C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms","C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms","C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms",,"True",,".regtrans-ms","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf","C:\Users\User\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf",,"True",,".blf","2025-09-28 10:20:30 PM","2025-09-29 2:20:30 AM","2025-10-02 9:40:26 PM","2025-10-03 1:40:26 AM","2025-10-02 9:40:26 PM","2025-10-03 1:40:26 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf","C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf",,"True",,".blf","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 8:55:17 PM","2025-08-26 12:55:17 AM","2025-08-25 12:24:09 AM","2025-08-25 4:24:09 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms","C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms",,"True",,".regtrans-ms","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002","System.Collections.Generic.List`1[System.String]",,"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms","C:\Users\User\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms",,"True",,".regtrans-ms","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 8:55:17 PM","2025-08-26 12:55:17 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\ntuser.ini","Microsoft.PowerShell.Core\FileSystem::C:\Users\User","ntuser.ini","C","Microsoft.PowerShell.Core\FileSystem","False","---hs-","ntuser","System.Collections.Generic.List`1[System.String]",,"ntuser.ini","C:\Users\User\ntuser.ini",,"True",,".ini","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:00 PM","2025-08-27 10:20:00 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\3D Objects\desktop.ini","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\3D Objects","desktop.ini","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","desktop","System.Collections.Generic.List`1[System.String]",,"desktop.ini","C:\Users\User\3D Objects\desktop.ini",,"True",,".ini","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:31:25 AM","2025-10-03 9:31:25 AM","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Application Data","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local","Application Data","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","Application Data",,,"Application Data","C:\Users\User\AppData\Local\Application Data","Local","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:07 PM","2025-08-27 10:20:07 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\History","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local","History","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","History",,,"History","C:\Users\User\AppData\Local\History","Local","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:08 PM","2025-08-27 10:20:08 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Temporary Internet Files","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local","Temporary Internet Files","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","Temporary Internet Files",,,"Temporary Internet Files","C:\Users\User\AppData\Local\Temporary Internet Files","Local","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:20:11 PM","2025-08-27 10:20:11 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\IconCache.db","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local","IconCache.db","C","Microsoft.PowerShell.Core\FileSystem","False","-a-h--","IconCache","System.Collections.Generic.List`1[System.String]",,"IconCache.db","C:\Users\User\AppData\Local\IconCache.db",,"True",,".db","2025-09-06 9:03:49 AM","2025-09-06 1:03:49 PM","2025-10-03 5:31:24 AM","2025-10-03 9:31:24 AM","2025-09-29 8:12:51 AM","2025-09-29 12:12:51 PM","Hidden, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Feeds Cache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft","Feeds Cache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","Feeds Cache","System.Collections.Generic.List`1[System.String]",,"Feeds Cache","C:\Users\User\AppData\Local\Microsoft\Feeds Cache","Microsoft","True","C:\","","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:44:39 AM","2025-10-03 9:44:39 AM","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows Sidebar","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft","Windows Sidebar","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","Windows Sidebar","System.Collections.Generic.List`1[System.String]",,"Windows Sidebar","C:\Users\User\AppData\Local\Microsoft\Windows Sidebar","Microsoft","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2019-12-07 4:14:54 AM","2019-12-07 9:14:54 AM","Hidden, System, Directory"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Credentials\DFBE70A7E5CC19A398EBF1B96859CE5D","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Credentials","DFBE70A7E5CC19A398EBF1B96859CE5D","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","DFBE70A7E5CC19A398EBF1B96859CE5D","System.Collections.Generic.List`1[System.String]",,"DFBE70A7E5CC19A398EBF1B96859CE5D","C:\Users\User\AppData\Local\Microsoft\Credentials\DFBE70A7E5CC19A398EBF1B96859CE5D",,"True",,"","2025-08-24 6:07:17 PM","2025-08-24 10:07:17 PM","2025-10-03 5:48:10 AM","2025-10-03 9:48:10 AM","2025-10-03 5:48:10 AM","2025-10-03 9:48:10 AM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Credentials\E898A05EC3E671A72369A9568F0D8201","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Credentials","E898A05EC3E671A72369A9568F0D8201","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","E898A05EC3E671A72369A9568F0D8201","System.Collections.Generic.List`1[System.String]",,"E898A05EC3E671A72369A9568F0D8201","C:\Users\User\AppData\Local\Microsoft\Credentials\E898A05EC3E671A72369A9568F0D8201",,"True",,"","2025-08-31 9:24:41 AM","2025-08-31 1:24:41 PM","2025-10-03 5:48:10 AM","2025-10-03 9:48:10 AM","2025-08-31 9:24:41 AM","2025-08-31 1:24:41 PM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\DOMStore","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer","DOMStore","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","DOMStore","System.Collections.Generic.List`1[System.String]",,"DOMStore","C:\Users\User\AppData\Local\Microsoft\Internet Explorer\DOMStore","Internet Explorer","True","C:\","","2025-08-24 6:10:18 PM","2025-08-24 10:10:18 PM","2025-10-03 5:44:39 AM","2025-10-03 9:44:39 AM","2025-08-24 6:10:18 PM","2025-08-24 10:10:18 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieSiteList","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer","EmieSiteList","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","EmieSiteList","System.Collections.Generic.List`1[System.String]",,"EmieSiteList","C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieSiteList","Internet Explorer","True","C:\","","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-10-03 5:44:39 AM","2025-10-03 9:44:39 AM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieUserList","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer","EmieUserList","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","EmieUserList","System.Collections.Generic.List`1[System.String]",,"EmieUserList","C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieUserList","Internet Explorer","True","C:\","","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-10-03 5:44:39 AM","2025-10-03 9:44:39 AM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieSiteList\container.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieSiteList","container.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","container","System.Collections.Generic.List`1[System.String]",,"container.dat","C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieSiteList\container.dat",,"True",,".dat","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieUserList\container.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieUserList","container.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","container","System.Collections.Generic.List`1[System.String]",,"container.dat","C:\Users\User\AppData\Local\Microsoft\Internet Explorer\EmieUserList\container.dat",,"True",,".dat","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","2025-09-22 7:34:26 PM","2025-09-22 11:34:26 PM","Hidden, System, Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\AppCache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","AppCache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","AppCache","System.Collections.Generic.List`1[System.String]",,"AppCache","C:\Users\User\AppData\Local\Microsoft\Windows\AppCache","Windows","True","C:\","","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-08-25 1:17:54 PM","2025-08-25 5:17:54 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\IECompatCache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","IECompatCache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","IECompatCache","System.Collections.Generic.List`1[System.String]",,"IECompatCache","C:\Users\User\AppData\Local\Microsoft\Windows\IECompatCache","Windows","True","C:\","","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-09-18 11:39:09 PM","2025-09-19 3:39:09 AM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\IECompatUaCache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","IECompatUaCache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","IECompatUaCache","System.Collections.Generic.List`1[System.String]",,"IECompatUaCache","C:\Users\User\AppData\Local\Microsoft\Windows\IECompatUaCache","Windows","True","C:\","","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-09-18 11:39:09 PM","2025-09-19 3:39:09 AM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\IEDownloadHistory","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","IEDownloadHistory","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","IEDownloadHistory","System.Collections.Generic.List`1[System.String]",,"IEDownloadHistory","C:\Users\User\AppData\Local\Microsoft\Windows\IEDownloadHistory","Windows","True","C:\","","2025-09-22 7:32:50 PM","2025-09-22 11:32:50 PM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-09-22 7:32:51 PM","2025-09-22 11:32:51 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\INetCache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","INetCache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","INetCache","System.Collections.Generic.List`1[System.String]",,"INetCache","C:\Users\User\AppData\Local\Microsoft\Windows\INetCache","Windows","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-10-03 5:32:44 AM","2025-10-03 9:32:44 AM","2025-10-03 5:32:44 AM","2025-10-03 9:32:44 AM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\INetCookies","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","INetCookies","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","INetCookies","System.Collections.Generic.List`1[System.String]",,"INetCookies","C:\Users\User\AppData\Local\Microsoft\Windows\INetCookies","Windows","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-08-29 8:18:08 AM","2025-08-29 12:18:08 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\Temporary Internet Files","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","Temporary Internet Files","C","Microsoft.PowerShell.Core\FileSystem","True","d--hsl","Temporary Internet Files",,,"Temporary Internet Files","C:\Users\User\AppData\Local\Microsoft\Windows\Temporary Internet Files","Windows","True","C:\","","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-27 6:15:13 PM","2025-08-27 10:15:13 PM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\WebCache","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","WebCache","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","WebCache","System.Collections.Generic.List`1[System.String]",,"WebCache","C:\Users\User\AppData\Local\Microsoft\Windows\WebCache","Windows","True","C:\","","2025-09-06 8:23:19 PM","2025-09-07 12:23:19 AM","2025-10-03 5:50:29 AM","2025-10-03 9:50:29 AM","2025-10-03 5:50:29 AM","2025-10-03 9:50:29 AM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\WebCache.old","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","WebCache.old","C","Microsoft.PowerShell.Core\FileSystem","True","d--hs-","WebCache.old","System.Collections.Generic.List`1[System.String]",,"WebCache.old","C:\Users\User\AppData\Local\Microsoft\Windows\WebCache.old","Windows","True","C:\",".old","2025-08-25 12:24:12 AM","2025-08-25 4:24:12 AM","2025-10-03 5:44:42 AM","2025-10-03 9:44:42 AM","2025-09-06 5:59:52 PM","2025-09-06 9:59:52 PM","Hidden, System, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat","C","Microsoft.PowerShell.Core\FileSystem","False","-a-h--","UsrClass",,,"UsrClass.dat","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat",,"True",,".dat","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","2025-09-28 2:57:11 AM","2025-09-28 6:57:11 AM","Hidden, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat.LOG1","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat",,,"UsrClass.dat.LOG1","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1",,"True",,".LOG1","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","Microsoft.PowerShell.Core\FileSystem::C:\Users\User\AppData\Local\Microsoft\Windows","UsrClass.dat.LOG2","C","Microsoft.PowerShell.Core\FileSystem","False","-a-hs-","UsrClass.dat",,,"UsrClass.dat.LOG2","C:\Users\User\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2",,"True",,".LOG2","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","2025-08-25 12:23:56 AM","2025-08-25 4:23:56 AM","Hidden, System, Archive"
