"Name","Directory","Length","CreationTime","LastWriteTime","DigitalSignature"
"RECORD","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs-4.4.0.dist-info","1549","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"INSTALLER","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs-4.4.0.dist-info","4","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"windows.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","14720","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"version.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","920","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"unix.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","16283","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"macos.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","9613","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"api.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","14594","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"android.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","11896","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"platformdirs",,,"2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","NotSigned"
"__init__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","19185","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs\__pycache__","2302","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","1493","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"__init__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","22284","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"version.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","704","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"windows.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","10125","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"LICENSE","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs-4.4.0.dist-info\licenses","1089","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"unix.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","10458","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"py.typed","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","0","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"macos.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","6322","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"METADATA","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs-4.4.0.dist-info","12831","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"android.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","9013","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"WHEEL","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs-4.4.0.dist-info","87","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"api.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\platformdirs","9281","2025-08-27 8:19:22 PM","2025-08-27 8:19:22 PM","UnknownError"
"platform.h","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow\src\arrow\python","1463","2025-08-27 8:19:18 PM","2025-08-27 8:19:18 PM","UnknownError"
"platform.h","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow\include\parquet","4010","2025-08-27 8:19:18 PM","2025-08-27 8:19:18 PM","UnknownError"
"platform.h","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow\include\arrow\python","1463","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","UnknownError"
"platform.h","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow\include\arrow\flight","1240","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","UnknownError"
"parquet.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","6291456","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_substrait.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","2369536","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_python.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","1212416","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_flight.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","10711040","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_python_parquet_encryption.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","32256","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_python_flight.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","62976","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_dataset.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","1327616","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_compute.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","10300928","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow_acero.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","1268736","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"arrow.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pyarrow","21367296","2025-08-27 8:19:17 PM","2025-08-27 8:19:17 PM","NotSigned"
"pygmentize.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","108403","2025-08-27 8:19:16 PM","2025-08-27 8:19:16 PM","NotSigned"
"ruff.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","37883392","2025-08-27 8:19:08 PM","2025-08-27 8:19:08 PM","NotSigned"
"tcc.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\triton\runtime\tcc","23552","2025-08-27 8:19:02 PM","2025-08-27 8:19:02 PM","NotSigned"
"libtcc.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\triton\runtime\tcc","156160","2025-08-27 8:19:02 PM","2025-08-27 8:19:02 PM","NotSigned"
"ptxas.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\triton\backends\nvidia\bin","19580416","2025-08-27 8:19:02 PM","2025-08-27 8:19:02 PM","NotSigned"
"cpuinfo.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","108394","2025-08-27 8:14:05 PM","2025-08-27 8:14:05 PM","NotSigned"
"torchfrtrace.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","108417","2025-08-27 8:14:03 PM","2025-08-27 8:14:03 PM","NotSigned"
"torchrun.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","108408","2025-08-27 8:14:03 PM","2025-08-27 8:14:03 PM","NotSigned"
"uv.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","195072","2025-08-27 8:13:27 PM","2025-08-27 8:13:27 PM","NotSigned"
"torch_python.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","16828416","2025-08-27 8:13:27 PM","2025-08-27 8:13:27 PM","NotSigned"
"torch_global_deps.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","9728","2025-08-27 8:13:27 PM","2025-08-27 8:13:27 PM","NotSigned"
"torch_cpu.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","252177920","2025-08-27 8:13:26 PM","2025-08-27 8:13:27 PM","NotSigned"
"torch.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","9728","2025-08-27 8:13:26 PM","2025-08-27 8:13:26 PM","NotSigned"
"shm.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","14848","2025-08-27 8:13:26 PM","2025-08-27 8:13:26 PM","NotSigned"
"fbgemm.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","4961280","2025-08-27 8:13:25 PM","2025-08-27 8:13:25 PM","NotSigned"
"c10.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","1010176","2025-08-27 8:13:23 PM","2025-08-27 8:13:23 PM","NotSigned"
"asmjit.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\lib","358912","2025-08-27 8:13:23 PM","2025-08-27 8:13:23 PM","NotSigned"
"protoc.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\bin","2810880","2025-08-27 8:13:16 PM","2025-08-27 8:13:16 PM","NotSigned"
"fbgemm.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\bin","4961280","2025-08-27 8:13:16 PM","2025-08-27 8:13:16 PM","NotSigned"
"asmjit.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\torch\bin","358912","2025-08-27 8:13:16 PM","2025-08-27 8:13:16 PM","NotSigned"
"isympy.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Scripts","108393","2025-08-27 8:13:04 PM","2025-08-27 8:13:04 PM","NotSigned"
"ninja-1.13.1-h477610d_0.json","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\conda-meta","1514","2025-08-27 8:08:20 PM","2025-08-27 8:08:20 PM","UnknownError"
"platform",,,"2025-08-27 8:08:15 PM","2025-08-27 8:08:16 PM","NotSigned"
"platform",,,"2025-08-27 8:08:02 PM","2025-08-27 8:08:02 PM","NotSigned"
"repodata_record.json","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\pkgs\ninja-1.13.1-h477610d_0\info","667","2025-08-27 8:06:08 PM","2025-08-27 8:06:08 PM","UnknownError"
"ninja-1.13.1-h477610d_0",,,"2025-08-27 8:06:08 PM","2025-08-27 8:06:08 PM","NotSigned"
"AAPL.csv","C:\Users\User\LocalTradingSetup\Lean\Data","256","2025-08-27 7:55:28 PM","2025-08-27 7:55:28 PM","UnknownError"
"version.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","694","2025-08-27 7:27:23 PM","2025-08-27 7:27:23 PM","UnknownError"
"version.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","627","2025-08-27 7:27:23 PM","2025-08-27 7:27:23 PM","UnknownError"
"unix.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","16226","2025-08-27 7:27:22 PM","2025-08-27 7:27:22 PM","UnknownError"
"windows.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","14663","2025-08-27 7:27:22 PM","2025-08-27 7:27:22 PM","UnknownError"
"__init__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","19110","2025-08-27 7:27:21 PM","2025-08-27 7:27:21 PM","UnknownError"
"unix.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","16529","2025-08-27 7:27:20 PM","2025-08-27 7:27:20 PM","UnknownError"
"api.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","14076","2025-08-27 7:27:20 PM","2025-08-27 7:27:20 PM","UnknownError"
"macos.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","8485","2025-08-27 7:27:20 PM","2025-08-27 7:27:20 PM","UnknownError"
"windows.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","14670","2025-08-27 7:27:20 PM","2025-08-27 7:27:20 PM","UnknownError"
"android.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","11839","2025-08-27 7:27:17 PM","2025-08-27 7:27:17 PM","UnknownError"
"api.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","14531","2025-08-27 7:27:16 PM","2025-08-27 7:27:16 PM","UnknownError"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","2252","2025-08-27 7:27:15 PM","2025-08-27 7:27:15 PM","UnknownError"
"macos.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","9371","2025-08-27 7:27:15 PM","2025-08-27 7:27:15 PM","UnknownError"
"__init__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","19176","2025-08-27 7:27:15 PM","2025-08-27 7:27:15 PM","UnknownError"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","2257","2025-08-27 7:27:15 PM","2025-08-27 7:27:15 PM","UnknownError"
"platformdirs",,,"2025-08-27 7:27:13 PM","2025-08-27 7:27:15 PM","NotSigned"
"android.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","11864","2025-08-27 7:27:15 PM","2025-08-27 7:27:15 PM","UnknownError"
"platformdirs",,,"2025-08-27 7:27:13 PM","2025-08-27 7:27:15 PM","NotSigned"
"platformdirs",,,"2025-08-27 7:27:13 PM","2025-08-27 7:27:13 PM","NotSigned"
"platformdirs-4.2.2.dist-info",,,"2025-08-27 7:27:13 PM","2025-08-27 7:27:13 PM","NotSigned"
"platform",,,"2025-08-27 7:27:11 PM","2025-08-27 7:27:12 PM","NotSigned"
"platform",,,"2025-08-27 7:26:44 PM","2025-08-27 7:26:44 PM","NotSigned"
"platformdirs-4.2.2.dist-info",,,"2025-08-27 7:26:38 PM","2025-08-27 7:26:38 PM","NotSigned"
"platformdirs",,,"2025-08-27 7:26:38 PM","2025-08-27 7:26:38 PM","NotSigned"
"platformdirs",,,"2025-08-27 7:26:34 PM","2025-08-27 7:26:34 PM","NotSigned"
"platformdirs",,,"2025-08-27 7:26:34 PM","2025-08-27 7:26:34 PM","NotSigned"
"Uninstall-Miniforge3.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda","333928","2025-08-27 7:25:03 PM","2025-08-27 7:25:03 PM","NotSigned"
"windows.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","13629","2025-08-27 7:25:02 PM","2025-08-27 7:25:02 PM","UnknownError"
"windows.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\platformdirs\__pycache__","13617","2025-08-27 7:24:59 PM","2025-08-27 7:24:59 PM","UnknownError"
"__main__.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\platformdirs\__pycache__","1879","2025-08-27 7:24:59 PM","2025-08-27 7:24:59 PM","UnknownError"
"macos.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","8779","2025-08-27 7:24:59 PM","2025-08-27 7:24:59 PM","UnknownError"
"android.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","10659","2025-08-27 7:24:58 PM","2025-08-27 7:24:58 PM","UnknownError"
"api.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","13289","2025-08-27 7:24:58 PM","2025-08-27 7:24:58 PM","UnknownError"
"__init__.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","19802","2025-08-27 7:24:58 PM","2025-08-27 7:24:58 PM","UnknownError"
"api.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","12873","2025-08-27 7:24:57 PM","2025-08-27 7:24:57 PM","UnknownError"
"__init__.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","19743","2025-08-27 7:24:57 PM","2025-08-27 7:24:57 PM","UnknownError"
"windows.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","13636","2025-08-27 7:24:56 PM","2025-08-27 7:24:56 PM","UnknownError"
"macos.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\platformdirs\__pycache__","8767","2025-08-27 7:24:56 PM","2025-08-27 7:24:56 PM","UnknownError"
"__init__.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\platformdirs\__pycache__","19742","2025-08-27 7:24:55 PM","2025-08-27 7:24:55 PM","UnknownError"
"__main__.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__","1898","2025-08-27 7:24:54 PM","2025-08-27 7:24:54 PM","UnknownError"
"version.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\platformdirs\__pycache__","599","2025-08-27 7:24:53 PM","2025-08-27 7:24:53 PM","UnknownError"
"android.cpython-312.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\conda\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","10640","2025-08-27 7:24:52 PM","2025-08-27 7:24:52 PM","UnknownError"
