"Name","Directory","SizeMB","CreationTime","LastWriteTime","LastAccessTime","Attributes"
"Install_2025-08-26_172251_7224-12792.loggz","C:\Users\User\AppData\Local\Microsoft\OneDrive\logs\Personal","0.01","2025-08-26 1:23:20 PM","2025-08-26 1:23:20 PM","2025-08-26 1:23:20 PM","Archive, Compressed"
"Install-PerUser_2025-08-26_172253_10664-13696.loggz","C:\Users\User\AppData\Local\Microsoft\OneDrive\logs\Personal","0.02","2025-08-26 1:23:20 PM","2025-08-26 1:23:20 PM","2025-08-26 1:23:20 PM","Archive, Compressed"
"brndlog.bak","C:\Users\User\AppData\Local\Microsoft\Internet Explorer","0.01","2025-08-26 2:45:03 PM","2025-08-25 12:24:12 AM","2025-08-27 6:20:08 PM","Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:07 PM","2025-08-26 2:45:07 PM","2025-08-26 2:45:07 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:07 PM","2025-08-26 2:45:07 PM","2025-08-26 2:45:07 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:09 PM","2025-08-26 2:45:09 PM","2025-08-26 2:45:09 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:09 PM","2025-08-26 2:45:09 PM","2025-08-26 2:45:09 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\MicrosoftWindows.UndockedDevKit_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\MicrosoftWindows.UndockedDevKit_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","2025-08-26 2:45:10 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\Settings","0.00","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","2025-08-26 2:45:47 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:48 PM","2025-08-26 2:45:48 PM","2025-08-26 2:45:48 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:48 PM","2025-08-26 2:45:48 PM","2025-08-26 2:45:48 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","2025-08-26 2:45:49 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:50 PM","2025-08-26 2:45:50 PM","2025-08-26 2:45:50 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:50 PM","2025-08-26 2:45:50 PM","2025-08-26 2:45:50 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:51 PM","2025-08-26 2:45:51 PM","2025-08-26 2:45:51 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:51 PM","2025-08-26 2:45:51 PM","2025-08-26 2:45:51 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","2025-08-26 2:45:52 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe\Settings","0.00","2025-08-26 2:45:53 PM","2025-08-26 2:45:53 PM","2025-08-26 2:45:53 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:45:53 PM","2025-08-26 2:45:53 PM","2025-08-26 2:45:53 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CapturePicker_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CapturePicker_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CallingShellApp_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CallingShellApp_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","2025-08-26 2:45:54 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","2025-08-26 2:45:55 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Win32WebViewHost_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:56 PM","2025-08-26 2:45:56 PM","2025-08-26 2:45:56 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Win32WebViewHost_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:56 PM","2025-08-26 2:45:56 PM","2025-08-26 2:45:56 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.MicrosoftEdgeDevToolsClient_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:45:57 PM","2025-08-26 2:45:57 PM","2025-08-26 2:45:57 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.MicrosoftEdgeDevToolsClient_8wekyb3d8bbwe\Settings","0.00","2025-08-26 2:45:57 PM","2025-08-26 2:45:57 PM","2025-08-26 2:45:57 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.ECApp_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.ECApp_8wekyb3d8bbwe\Settings","0.00","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.CredDialogHost_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.CredDialogHost_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","2025-08-26 2:45:58 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.AsyncTextService_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:45:59 PM","2025-08-26 2:45:59 PM","2025-08-26 2:45:59 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.AsyncTextService_8wekyb3d8bbwe\Settings","0.00","2025-08-26 2:45:59 PM","2025-08-26 2:45:59 PM","2025-08-26 2:45:59 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","2025-08-26 2:46:00 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:46:01 PM","2025-08-26 2:46:01 PM","2025-08-26 2:46:01 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:46:01 PM","2025-08-26 2:46:01 PM","2025-08-26 2:46:01 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy\Settings","0.00","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy\Settings","0.01","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","2025-08-26 2:46:02 PM","Hidden, System, Archive"
"settings.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.DevHome_8wekyb3d8bbwe\Settings","0.01","2025-08-26 2:48:51 PM","2019-12-07 4:08:41 AM","2025-09-14 2:35:09 PM","Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Getstarted_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:09:22 AM","2025-08-27 7:09:22 AM","2025-08-27 7:09:22 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Getstarted_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:09:22 AM","2025-08-27 7:09:22 AM","2025-08-27 7:09:22 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.WebpImageExtension_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:09:25 AM","2025-08-27 7:09:25 AM","2025-08-27 7:09:25 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.WebpImageExtension_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:09:25 AM","2025-08-27 7:09:25 AM","2025-08-27 7:09:25 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.VP9VideoExtensions_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:09:43 AM","2025-08-27 7:09:43 AM","2025-08-27 7:09:43 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.VP9VideoExtensions_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:09:43 AM","2025-08-27 7:09:43 AM","2025-08-27 7:09:43 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings","0.02","2025-08-27 7:11:05 AM","2025-08-27 7:11:05 AM","2025-08-27 7:11:05 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:11:05 AM","2025-08-27 7:11:05 AM","2025-08-27 7:11:05 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.StorePurchaseApp_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:14:24 AM","2025-08-27 7:14:24 AM","2025-08-27 7:14:24 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.StorePurchaseApp_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:14:24 AM","2025-08-27 7:14:24 AM","2025-08-27 7:14:24 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.HEIFImageExtension_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:15:18 AM","2025-08-27 7:15:18 AM","2025-08-27 7:15:18 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.HEIFImageExtension_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:15:18 AM","2025-08-27 7:15:18 AM","2025-08-27 7:15:18 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.GetHelp_8wekyb3d8bbwe\Settings","0.01","2025-08-27 7:40:28 AM","2025-08-27 7:40:28 AM","2025-08-27 7:40:28 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.GetHelp_8wekyb3d8bbwe\Settings","0.00","2025-08-27 7:40:28 AM","2025-08-27 7:40:28 AM","2025-08-27 7:40:28 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings","0.06","2025-08-27 7:40:30 AM","2025-08-27 7:40:30 AM","2025-08-27 7:40:30 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings","0.05","2025-08-27 7:40:30 AM","2025-08-27 7:40:30 AM","2025-08-27 7:40:30 AM","Hidden, System, Archive"
"User.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.02","2025-08-27 7:52:48 AM","2025-10-02 9:10:02 PM","2025-10-02 9:10:02 PM","Archive"
"User.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.06","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","Hidden, System, Archive"
"User.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.06","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","Hidden, System, Archive"
"UserClasses.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.03","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","Hidden, System, Archive"
"UserClasses.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.06","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","2025-08-27 7:52:48 AM","Hidden, System, Archive"
"UserClasses.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium","0.03","2025-08-27 7:52:48 AM","2025-10-02 9:10:02 PM","2025-10-02 9:10:02 PM","Archive"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetHistory\History.IE5","0.00","2025-08-27 7:52:52 AM","2025-08-27 7:52:52 AM","2025-08-27 7:52:52 AM","Hidden, System, Archive, NotContentIndexed"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetCache","0.00","2025-08-27 7:52:56 AM","2025-08-27 7:52:56 AM","2025-08-27 7:52:56 AM","Hidden, System, Archive, NotContentIndexed"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetCookies\ESE","0.00","2025-08-27 7:52:56 AM","2025-08-27 7:52:56 AM","2025-08-27 7:52:56 AM","Hidden, System, Archive, NotContentIndexed"
"3min_algorithm_tracking_chart.png","C:\Users\User\Downloads","0.90","2025-08-27 7:56:56 AM","2025-08-27 7:56:56 AM","2025-09-25 6:24:18 PM","Archive"
"StandaloneUpdate_2025-08-27_110645_8420-13280.loggz","C:\Users\User\AppData\Local\Microsoft\OneDrive\logs\Personal","0.00","2025-08-27 7:58:24 AM","2025-08-27 7:58:24 AM","2025-08-27 7:58:24 AM","Archive, Compressed"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe\Settings","0.01","2025-08-27 9:35:07 AM","2025-08-27 9:35:07 AM","2025-08-27 9:35:07 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe\Settings","0.00","2025-08-27 9:35:07 AM","2025-08-27 9:35:07 AM","2025-08-27 9:35:07 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGameOverlay_8wekyb3d8bbwe\Settings","0.01","2025-08-27 9:35:21 AM","2025-08-27 9:35:21 AM","2025-08-27 9:35:21 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.XboxGameOverlay_8wekyb3d8bbwe\Settings","0.00","2025-08-27 9:35:21 AM","2025-08-27 9:35:21 AM","2025-08-27 9:35:21 AM","Hidden, System, Archive"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings","0.00","2025-08-27 9:36:23 AM","2025-08-27 9:36:23 AM","2025-08-27 9:36:23 AM","Hidden, System, Archive"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings","0.01","2025-08-27 9:36:23 AM","2025-08-27 9:36:23 AM","2025-08-27 9:36:23 AM","Hidden, System, Archive"
"SP_61D200A562034403ABEEC656F61AD199.dat","C:\Users\User\AppData\Local\speech\Microsoft\Speech\Files\UserLexicons","0.00","2025-08-27 11:03:36 AM","2025-08-27 11:03:36 AM","2025-08-27 11:03:36 AM","Archive"
"evening_blueprint_recorder.txt","C:\Users\User\Downloads","0.01","2025-08-27 11:41:59 AM","2025-08-27 11:41:59 AM","2025-09-23 11:47:57 PM","Archive"
"screen_ai",,"0.00","2025-08-27 2:16:29 PM","2025-09-28 9:27:06 PM","2025-10-03 5:44:38 AM","Directory"
"LOG","C:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Platform Notifications","0.00","2025-08-27 2:50:48 PM","2025-10-02 8:58:30 PM","2025-10-02 8:58:30 PM","Archive"
"000003.log","C:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Platform Notifications","0.00","2025-08-27 2:50:48 PM","2025-08-27 2:50:48 PM","2025-08-27 2:50:48 PM","Archive"
"LOG.old","C:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Platform Notifications","0.00","2025-08-27 2:50:48 PM","2025-09-28 10:20:55 PM","2025-09-28 10:20:55 PM","Archive"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\AC\INetCache","0.00","2025-08-27 2:57:28 PM","2025-08-27 2:57:28 PM","2025-08-27 2:57:28 PM","Hidden, System, Archive, NotContentIndexed"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\AC\INetCookies\ESE","0.00","2025-08-27 2:57:28 PM","2025-08-27 2:57:28 PM","2025-08-27 2:57:28 PM","Hidden, System, Archive, NotContentIndexed"
"000004.log","C:\Users\User\AppData\Local\Google\Chrome\User Data\Profile 1\WebStorage\4\IndexedDB\indexeddb.leveldb","0.06","2025-08-27 3:15:33 PM","2025-09-27 12:03:00 AM","2025-09-27 12:03:00 AM","Archive"
"StandaloneUpdate_2025-08-27_182306_10756-5856.loggz","C:\Users\User\AppData\Local\Microsoft\OneDrive\logs\Personal","0.00","2025-08-27 3:21:17 PM","2025-08-27 3:21:17 PM","2025-08-27 3:21:17 PM","Archive, Compressed"
"FileSyncFSCache.db","C:\Users\User\AppData\Local\Microsoft\OneDrive\settings","0.03","2025-08-27 4:27:52 PM","2025-09-16 6:10:34 AM","2025-09-28 2:57:10 AM","Archive"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\AC\INetCache","0.00","2025-08-27 5:11:03 PM","2025-08-27 5:11:03 PM","2025-08-27 5:11:03 PM","Hidden, System, Archive, NotContentIndexed"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\AC\INetCookies\ESE","0.00","2025-08-27 5:11:03 PM","2025-08-27 5:11:03 PM","2025-08-27 5:11:03 PM","Hidden, System, Archive, NotContentIndexed"
"ExplorerStartupLog_RunOnce.etl","C:\Users\User\AppData\Local\Microsoft\Windows\Explorer","0.02","2025-08-27 5:36:50 PM","2025-09-28 3:03:43 AM","2025-09-28 3:03:43 AM","Archive, NotContentIndexed"
"UXDatabase.db","C:\Users\User\AppData\Local\Microsoft\OneDrive\settings\Personal","0.02","2025-08-27 5:37:12 PM","2025-08-27 5:37:12 PM","2025-09-25 7:57:07 AM","Archive"
"StandaloneUpdate_2025-08-27_202745_4192-12520.loggz","C:\Users\User\AppData\Local\Microsoft\OneDrive\logs\Personal","0.00","2025-08-27 5:37:24 PM","2025-08-27 5:37:24 PM","2025-08-27 5:37:24 PM","Archive, Compressed"
"installed.db","C:\Users\User\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\LocalState\StoreEdgeFD","0.21","2025-08-27 5:41:52 PM","2025-08-27 5:41:52 PM","2025-09-27 8:29:48 PM","Archive"
