"Name","Directory","SizeMB","CreationTime","LastWriteTime","LastAccessTime","Attributes"
"en_BI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_BM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_AT.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_AU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.02","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_BB.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_BZ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CA.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.04","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_BS.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_BW.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CX.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CY.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_DE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_CM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_DK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_DG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_Dsrt_US.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_Dsrt.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.04","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_DM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_FK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_FM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GB.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_ER.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_FI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_FJ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GD.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_ID.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_IE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_HK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_GY.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_IL.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_IM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_IN.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.01","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_IO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_KY.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_LC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_LR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_KN.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_JM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_JE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_KI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_KE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_LS.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MW.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NA.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MY.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MV.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MP.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MT.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_MS.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NL.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NF.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_NZ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PN.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_PW.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SD.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_RW.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SB.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SL.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SS.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SZ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_SX.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_Shaw.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TT.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_Shaw_GB.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TK.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_UG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TV.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_TZ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_VU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_VI.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_US.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_WS.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_US_POSIX.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_UM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_VG.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_VC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_ZM.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_ZA.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"en_ZW.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"eo.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.10","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"eo_001.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_AR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.01","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_BR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_419.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.03","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_BO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.18","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_BZ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_CL.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_DO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_EA.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_EC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_CU.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_ES.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_CO.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.01","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_CR.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_GT.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_GQ.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_HN.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_IC.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_PH.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.00","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
"es_PE.dat","C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\site-packages\babel\locale-data","0.01","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","2025-08-31 8:40:27 AM","Archive"
