"Name","Directory","Length","LastWriteTime","LastAccessTime","Attributes","Owner"
"WebCacheLock.dat","C:\Users\User\AppData\Local\Microsoft\Windows","0","2025-08-25 12:24:12 AM","2025-08-25 12:24:12 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"Low",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:42 AM","Hidden, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"Low",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:42 AM","Hidden, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"desktop.ini","C:\Users\User\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories","338","2025-08-25 12:24:12 AM","2025-10-02 8:58:13 PM","Hidden, System","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-25 12:24:12 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-25 12:24:11 AM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-25 12:24:11 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-25 12:24:11 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-25 12:24:11 AM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"Preferred","C:\Users\User\AppData\Roaming\Microsoft\Protect\S-1-5-21-2059432068-349761349-3478041169-1001","24","2025-08-25 12:24:10 AM","2025-10-03 5:28:18 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"86a6dc3a-be9e-4fb8-9999-2c1470c6a3f1","C:\Users\User\AppData\Roaming\Microsoft\Protect\S-1-5-21-2059432068-349761349-3478041169-1001","468","2025-08-25 12:24:10 AM","2025-10-02 8:57:58 PM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"CREDHIST","C:\Users\User\AppData\Roaming\Microsoft\Protect","24","2025-08-25 12:24:10 AM","2025-10-02 8:57:58 PM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf","C:\Users\User","65536","2025-08-25 12:24:09 AM","2025-08-25 8:55:17 PM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TM.blf","C:\Users\User\AppData\Local\Microsoft\Windows","65536","2025-08-25 12:24:09 AM","2025-08-25 8:56:34 PM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"My Pictures",,,"2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"My Music",,,"2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"My Videos",,,"2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Recent",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"SendTo",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Temporary Internet Files",,,"2025-08-25 12:23:56 AM","2025-08-27 6:15:13 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"PrintHood",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Start Menu",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Application Data",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Temporary Internet Files",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:11 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Templates",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"ntuser.ini","C:\Users\User","20","2025-08-25 12:23:56 AM","2025-08-27 6:20:00 PM","Hidden, System","NT AUTHORITY\SYSTEM"
"My Documents",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"NetHood",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"History",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:08 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Application Data",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:00 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Cookies",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:00 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"Local Settings",,,"2025-08-25 12:23:56 AM","2025-08-27 6:20:07 PM","Hidden, System, Directory, ReparsePoint, NotContentIndexed","NT AUTHORITY\SYSTEM"
"AppData",,,"2025-08-25 12:23:56 AM","2025-10-03 6:14:03 AM","Hidden, Directory","DESKTOP-RVD6TK8\User"
"UsrClass.dat.LOG2","C:\Users\User\AppData\Local\Microsoft\Windows","696320","2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"UsrClass.dat.LOG1","C:\Users\User\AppData\Local\Microsoft\Windows","393216","2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000001.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows","524288","2025-08-25 12:23:56 AM","2025-10-03 6:20:40 AM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"UsrClass.dat{1d8193fe-816b-11f0-a267-28b2bd7d5172}.TMContainer00000000000000000002.regtrans-ms","C:\Users\User\AppData\Local\Microsoft\Windows","524288","2025-08-25 12:23:56 AM","2025-08-25 8:56:34 PM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms","C:\Users\User","524288","2025-08-25 12:23:56 AM","2025-08-25 8:55:17 PM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms","C:\Users\User","524288","2025-08-25 12:23:56 AM","2025-10-03 6:20:40 AM","Hidden, System, Archive","NT AUTHORITY\SYSTEM"
"ntuser.dat.LOG2","C:\Users\User","1232896","2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"ntuser.dat.LOG1","C:\Users\User","151552","2025-08-25 12:23:56 AM","2025-08-25 12:23:56 AM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:41:53 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\AC\AppCache\G0QPQHMO","0","2025-08-24 6:22:44 PM","2025-08-24 6:22:44 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"G0QPQHMO",,,"2025-08-24 6:22:44 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\AC\AppCache","0","2025-08-24 6:22:44 PM","2025-08-24 6:22:44 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore","0","2025-08-24 6:22:43 PM","2025-08-24 6:22:43 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\AC\INetCache","0","2025-08-24 6:22:43 PM","2025-08-24 6:22:43 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"settings.dat.LOG2","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings","8192","2025-08-24 6:22:43 PM","2025-08-24 6:22:43 PM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"settings.dat.LOG1","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings","8192","2025-08-24 6:22:43 PM","2025-08-25 8:56:36 PM","Hidden, System, Archive","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:20:15 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"BackgroundTransferApiGroup",,,"2025-08-24 6:14:12 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApiGroup","0","2025-08-24 6:14:12 PM","2025-08-24 6:14:12 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"BackgroundTransferApi",,,"2025-08-24 6:14:12 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"container.dat","C:\Users\User\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApi","0","2025-08-24 6:14:12 PM","2025-08-24 6:14:12 PM","Hidden, System, Archive, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:14:12 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:23 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:23 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:23 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:22 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:22 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:22 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:20 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:20 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:20 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"DOMStore",,,"2025-08-24 6:10:18 PM","2025-10-03 5:44:39 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:10 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:06 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:06 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:06 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:05 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:05 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:05 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:04 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:04 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:04 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:10:02 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:10:02 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:10:02 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:53 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:53 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:53 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:50 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:50 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:50 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:49 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:49 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:49 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:43 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:43 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:43 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:42 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:42 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:42 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:41 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:41 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:41 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"MJ867YFU",,,"2025-08-24 6:09:41 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:40 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:39 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:39 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:39 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:38 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:37 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:42 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:36 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:35 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:34 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:33 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:33 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:33 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:32 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetHistory",,,"2025-08-24 6:09:31 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCache",,,"2025-08-24 6:09:31 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:31 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
"INetCookies",,,"2025-08-24 6:09:31 PM","2025-10-03 5:44:43 AM","Hidden, System, Directory, NotContentIndexed","DESKTOP-RVD6TK8\User"
