"PSComputerName","ProcessName","Handles","VM","WS","Path","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","Caption","CommandLine","CreationClassName","CreationDate","CSCreationClassName","CSName","Description","ExecutablePath","ExecutionState","Handle","HandleCount","InstallDate","KernelModeTime","MaximumWorkingSetSize","MinimumWorkingSetSize","Name","OSCreationClassName","OSName","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","Priority","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","Status","TerminationDate","ThreadCount","UserModeTime","VirtualSize","WindowsVersion","WorkingSetSize","WriteOperationCount","WriteTransferCount","Scope","Options","ClassPath","Properties","SystemProperties","Qualifiers","Site","Container"
"DESKTOP-RVD6TK8","svchost.exe","406","2203443810304","20983808",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""4176""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""4176""","svchost.exe",,"Win32_Process","20251002205758.315220-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"4176","406",,"2343750",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","960","62690","7426","4908","740","5448","2203455156224","22376","8","5025792","4176","19","177","24","189","1008","3418754","0",,,"8","2656250","2203443810304","10.0.19045","20983808","73","148480","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","117","2203388932096","5283840",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""4252""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""4252""","svchost.exe",,"Win32_Process","20251002205758.376613-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"4252","117",,"312500",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","413","33286","2561","1448","740","1624","2203390509056","6000","8","1482752","4252","8","59","9","61","0","0","0",,,"5","156250","2203388932096","10.0.19045","5283840","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","226","2203399479296","8589312",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""4572""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""4572""","svchost.exe",,"Win32_Process","20251002205758.631537-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"4572","226",,"468750",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","179","6070","2756","2512","740","3052","2203404197888","9288","8","2572288","4572","12","87","15","89","0","0","0",,,"7","2031250","2203399479296","10.0.19045","8589312","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","212","2203405832192","7036928",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""4596""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""4596""","svchost.exe",,"Win32_Process","20251002205758.635119-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"4596","212",,"312500",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","367","20644","2415","2200","740","2320","2203407933440","7992","8","2252800","4596","12","87","14","89","0","0","0",,,"10","0","2203405832192","10.0.19045","7036928","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","dasHost.exe","103","2203376918528","4587520",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""4628""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""4628""","dasHost.exe",,"Win32_Process","20251002205758.673384-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","dasHost.exe",,,"4628","103",,"0",,,"dasHost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","36","126","1471","1100","3876","1296","2203380068352","5512","8","1126400","4628","7","46","9","46","0","0","0",,,"1","0","2203376918528","10.0.19045","4587520","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","403","2203422806016","13217792",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5064""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5064""","svchost.exe",,"Win32_Process","20251002205758.979292-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"5064","403",,"312500",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","395","18596","4644","3736","740","4120","2203429097472","14264","8","3825664","5064","26","132","27","133","4","464","0",,,"13","312500","2203422806016","10.0.19045","13217792","4","640","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","DSDFunctionKeyCtlService.exe","195","4434169856","8802304","C:\Windows\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\DSDFunctionKeyCtlService.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5172""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5172""","DSDFunctionKeyCtlService.exe","""C:\Windows\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\DSDFunctionKeyCtlService.exe"" -user","Win32_Process","20251002205759.480180-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","DSDFunctionKeyCtlService.exe","C:\Windows\System32\DriverStore\FileRepository\dsrvctldrv.inf_amd64_9a8e578dc9a18977\DSDFunctionKeyCtlService.exe",,"5172","195",,"468750","1380","200","DSDFunctionKeyCtlService.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","189","4822","3156","2140","3916","2420","4445229056","11068","8","2191360","5172","13","199","14","211","1","60","1",,,"5","312500","4434169856","10.0.19045","8802304","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","SearchIndexer.exe","849","2203639549952","50556928",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5284""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5284""","SearchIndexer.exe",,"Win32_Process","20251002205759.558072-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","SearchIndexer.exe",,,"5284","849",,"73906250",,,"SearchIndexer.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","126861","21056336","244438","35640","740","72268","2203643138048","83844","8","36495360","5284","73","252","186","259","7084","21311824","0",,,"18","526562500","2203639549952","10.0.19045","50556928","11541","288555744","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","dllhost.exe","213","2203484794880","10551296",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5688""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5688""","dllhost.exe",,"Win32_Process","20251002205759.893870-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","dllhost.exe",,,"5688","213",,"468750",,,"dllhost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","1017","27248","4059","3584","876","3928","2203489619968","11656","8","3670016","5688","18","111","29","113","34","2736128","0",,,"5","312500","2203484794880","10.0.19045","10551296","59","991232","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","sihost.exe","591","2203486978048","27049984","C:\Windows\system32\sihost.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5788""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5788""","sihost.exe","sihost.exe","Win32_Process","20251002205800.147745-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","sihost.exe","C:\Windows\system32\sihost.exe",,"5788","591",,"40468750","1380","200","sihost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","10539","547828","13900","6956","1880","7056","2203507908608","29416","8","7122944","5788","19","251","22","291","108","442368","1",,,"14","37656250","2203486978048","10.0.19045","27049984","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","320","2203443658752","18550784","C:\Windows\system32\svchost.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5828""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5828""","svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc","Win32_Process","20251002205800.177981-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe","C:\Windows\system32\svchost.exe",,"5828","320",,"9062500","1380","200","svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","11620","343490","9288","5656","740","5836","2203449688064","18664","8","5791744","5828","16","172","19","173","353","1387529","1",,,"9","20937500","2203443658752","10.0.19045","18550784","4595","9623639","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","442","2203518009344","31195136","C:\Windows\system32\svchost.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5884""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5884""","svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService","Win32_Process","20251002205800.197074-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe","C:\Windows\system32\svchost.exe",,"5884","442",,"3125000","1380","200","svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","711","5868","14901","7660","740","8156","2203525550080","33428","8","7843840","5884","20","321","23","328","347","1428310","1",,,"4","11093750","2203518009344","10.0.19045","31195136","910","1892426","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","taskhostw.exe","316","2203528216576","17518592","C:\Windows\system32\taskhostw.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6024""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6024""","taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","Win32_Process","20251002205800.275307-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","taskhostw.exe","C:\Windows\system32\taskhostw.exe",,"6024","316",,"16093750","1380","200","taskhostw.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","13862","233964","16056","7644","1700","9636","2203534270464","20012","8","7827456","6024","34","202","53","214","175","7953024","1",,,"8","11875000","2203528216576","10.0.19045","17518592","2769","36714504","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","372","2203425878016","15405056",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6092""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6092""","svchost.exe",,"Win32_Process","20251002205800.322630-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"6092","372",,"10000000",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","11346","433104","27477","3840","740","4656","2203459063808","22464","8","3932160","6092","13","135","17","186","0","0","0",,,"7","12343750","2203425878016","10.0.19045","15405056","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","173","2203394547712","7577600",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6148""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6148""","svchost.exe",,"Win32_Process","20251002205800.369936-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"6148","173",,"625000",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","128","4456","2842","1828","740","2028","2203397484544","8544","8","1871872","6148","10","74","11","74","264","5392","0",,,"4","156250","2203394547712","10.0.19045","7577600","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","igfxEM.exe","224","4439826432","12124160","C:\Windows\system32\igfxEM.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6196""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6196""","igfxEM.exe","igfxEM.exe ","Win32_Process","20251002205800.404150-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","igfxEM.exe","C:\Windows\system32\igfxEM.exe",,"6196","224",,"781250","1380","200","igfxEM.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","583","1468","4941","3452","6064","3644","4447166464","13464","8","3534848","6196","15","203","16","205","0","0","1",,,"4","937500","4439826432","10.0.19045","12124160","5","39076","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","igfxHK.exe","163","4415717376","9031680","C:\Windows\system32\igfxHK.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6212""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6212""","igfxHK.exe","igfxHK.exe ","Win32_Process","20251002205800.422662-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","igfxHK.exe","C:\Windows\system32\igfxHK.exe",,"6212","163",,"156250","1380","200","igfxHK.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","165","140","3848","2524","6064","2728","4423057408","10500","8","2584576","6212","12","159","13","162","0","0","1",,,"2","156250","4415717376","10.0.19045","9031680","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","igfxTray.exe","200","4424253440","10514432","C:\Windows\system32\igfxTray.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6236""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6236""","igfxTray.exe","igfxTray.exe ","Win32_Process","20251002205800.431671-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","igfxTray.exe","C:\Windows\system32\igfxTray.exe",,"6236","200",,"2656250","1380","200","igfxTray.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","1616","5056","5737","3072","6064","3684","4431515648","12384","8","3145728","6236","13","175","14","178","0","0","1",,,"2","781250","4424253440","10.0.19045","10514432","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","ctfmon.exe","639","2203562082304","45940736",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6376""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6376""","ctfmon.exe",,"Win32_Process","20251002205800.541215-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","ctfmon.exe",,,"6376","639",,"40781250",,,"ctfmon.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","5059","31752","23347","24148","6148","31360","2203564638208","50284","13","24727552","6376","20","330","21","330","1199","4762871","1",,,"9","24687500","2203562082304","10.0.19045","45940736","39","727346","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","333","2203435118592","15507456",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6572""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6572""","svchost.exe",,"Win32_Process","20251002205800.873858-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"6572","333",,"4687500",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","11760","353382","6584","4388","740","4600","2203439575040","17332","8","4493312","6572","20","157","22","158","11","4852","0",,,"9","2031250","2203435118592","10.0.19045","15507456","6","7430","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","explorer.exe","2467","2204079783936","151580672","C:\Windows\Explorer.EXE","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6660""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6660""","explorer.exe","C:\Windows\Explorer.EXE","Win32_Process","20251002205800.991053-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","explorer.exe","C:\Windows\Explorer.EXE",,"6660","2467",,"402343750","1380","200","explorer.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","107875","6217188","559035","86248","6628","199968","2204226801664","256136","8","88317952","6660","93","1230","128","1610","92298","63808093","1",,,"72","336562500","2204079783936","10.0.19045","151580672","19986","14426633","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","315","2203487109120","22458368","C:\Windows\system32\svchost.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""6188""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""6188""","svchost.exe","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc","Win32_Process","20251002205802.233041-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe","C:\Windows\system32\svchost.exe",,"6188","315",,"1718750","1380","200","svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","694","10166","8887","4016","740","4344","2203491835904","22576","8","4112384","6188","17","234","18","241","24","46481","1",,,"7","3281250","2203487109120","10.0.19045","22458368","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","AggregatorHost.exe","149","2203387150336","8327168",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""5808""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""5808""","AggregatorHost.exe",,"Win32_Process","20251002205802.618483-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","AggregatorHost.exe",,,"5808","149",,"2343750",,,"AggregatorHost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","433","17240","145895","2420","3884","3660","2203399364608","20004","8","2478080","5808","8","63","9","92","310","142928790","0",,,"5","23125000","2203387150336","10.0.19045","8327168","0","0","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","StartMenuExperienceHost.exe","627","2203651895296","62238720","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""7412""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""7412""","StartMenuExperienceHost.exe","""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","Win32_Process","20251002205803.943086-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","StartMenuExperienceHost.exe","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"7412","627",,"9062500","1380","200","StartMenuExperienceHost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","1371","17350","30419","20584","876","30132","2203794534400","77432","8","21078016","7412","32","729","38","1114","49","182505","1",,,"8","21406250","2203651895296","10.0.19045","62238720","156","19336","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","RuntimeBroker.exe","364","2203487170560","31232000","C:\Windows\System32\RuntimeBroker.exe","2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""7596""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""7596""","RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","Win32_Process","20251002205804.250236-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe",,"7596","364",,"17500000","1380","200","RuntimeBroker.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","18381","214734","32313","7500","876","9928","2203547021312","36416","8","7680000","7596","21","249","27","366","49","239075","1",,,"2","27343750","2203487170560","10.0.19045","31232000","1","160","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
"DESKTOP-RVD6TK8","svchost.exe","395","2203452796928","22888448",,"2","Win32_Process","CIM_Process","CIM_ManagedSystemElement","Win32_Process.Handle=""7632""","45","System.String[]","DESKTOP-RVD6TK8","root\cimv2","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process.Handle=""7632""","svchost.exe",,"Win32_Process","20251002205804.322172-240","Win32_ComputerSystem","DESKTOP-RVD6TK8","svchost.exe",,,"7632","395",,"2812500",,,"svchost.exe","Win32_OperatingSystem","Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk0\Partition3","3253","224483","10146","5996","740","7940","2203465203712","25072","8","6139904","7632","21","190","23","202","5","339409","0",,,"10","2812500","2203452796928","10.0.19045","22888448","2","8192","System.Management.ManagementScope","System.Management.ObjectGetOptions","\\DESKTOP-RVD6TK8\root\cimv2:Win32_Process","System.Management.PropertyDataCollection","System.Management.PropertyDataCollection","System.Management.QualifierDataCollection",,
